path,slab,tile,z0,y0,x0,win_lo_z,win_lo_y,win_lo_x,win_hi_z,win_hi_y,win_hi_x,clamped,n_vox,n_pred,n_lab,n_pred_and_lab,n_pred_near_lab,coverage_strict,coverage_near4,reverse_strict,status
z1568/tile_y1792_x896.npz,z1568,tile_y1792_x896,1568,1792,896,1632,1984,1088,1760,2112,1216,0,2097152,499952,499198,499198,499855,0.998492,0.999806,1.0,ok
z1568/tile_y2240_x0.npz,z1568,tile_y2240_x0,1568,2240,0,1632,2432,192,1760,2560,320,0,2097152,0,0,0,0,,,,ok
z1568/tile_y2240_x1344.npz,z1568,tile_y2240_x1344,1568,2240,1344,1632,2432,1536,1760,2560,1664,0,2097152,720896,0,0,0,0.0,0.0,,ok
z1568/tile_y2240_x1792.npz,z1568,tile_y2240_x1792,1568,2240,1792,1632,2432,1984,1760,2560,2112,0,2097152,911477,0,0,0,0.0,0.0,,ok
z1568/tile_y2240_x2240.npz,z1568,tile_y2240_x2240,1568,2240,2240,1632,2432,2432,1760,2560,2560,0,2097152,655270,0,0,0,0.0,0.0,,ok
z1568/tile_y2240_x448.npz,z1568,tile_y2240_x448,1568,2240,448,1632,2432,640,1760,2560,768,0,2097152,458752,0,0,0,0.0,0.0,,ok
z1568/tile_y2240_x896.npz,z1568,tile_y2240_x896,1568,2240,896,1632,2432,1088,1760,2560,1216,0,2097152,458752,0,0,0,0.0,0.0,,ok
z1568/tile_y448_x1344.npz,z1568,tile_y448_x1344,1568,448,1344,1632,640,1536,1760,768,1664,0,2097152,0,0,0,0,,,,ok
z1568/tile_y448_x1792.npz,z1568,tile_y448_x1792,1568,448,1792,1632,640,1984,1760,768,2112,0,2097152,0,0,0,0,,,,ok
z1568/tile_y448_x2240.npz,z1568,tile_y448_x2240,1568,448,2240,1632,640,2432,1760,768,2560,0,2097152,0,0,0,0,,,,ok
z1568/tile_y896_x1344.npz,z1568,tile_y896_x1344,1568,896,1344,1632,1088,1536,1760,1216,1664,0,2097152,608757,606221,606221,608201,0.995834,0.999087,1.0,ok
z1568/tile_y896_x1792.npz,z1568,tile_y896_x1792,1568,896,1792,1632,1088,1984,1760,1216,2112,0,2097152,567515,566869,566869,567449,0.998862,0.999884,1.0,ok
z1568/tile_y896_x2240.npz,z1568,tile_y896_x2240,1568,896,2240,1632,1088,2432,1760,1216,2560,0,2097152,293413,287007,287007,289791,0.978167,0.987656,1.0,ok
z1568/tile_y896_x448.npz,z1568,tile_y896_x448,1568,896,448,1632,1088,640,1760,1216,768,0,2097152,825183,0,0,0,0.0,0.0,,ok
z1568/tile_y896_x896.npz,z1568,tile_y896_x896,1568,896,896,1632,1088,1088,1760,1216,1216,0,2097152,657927,655740,655740,657662,0.996676,0.999597,1.0,ok
z1792/tile_y1344_x0.npz,z1792,tile_y1344_x0,1792,1344,0,1856,1536,192,1984,1664,320,0,2097152,904064,0,0,0,0.0,0.0,,ok
z1792/tile_y1344_x1344.npz,z1792,tile_y1344_x1344,1792,1344,1344,1856,1536,1536,1984,1664,1664,0,2097152,601698,600651,600651,601668,0.99826,0.99995,1.0,ok
z1792/tile_y1344_x1792.npz,z1792,tile_y1344_x1792,1792,1344,1792,1856,1536,1984,1984,1664,2112,0,2097152,537057,536339,536339,536982,0.998663,0.99986,1.0,ok
z1792/tile_y1344_x2240.npz,z1792,tile_y1344_x2240,1792,1344,2240,1856,1536,2432,1984,1664,2560,0,2097152,541387,539589,539589,541233,0.996679,0.999716,1.0,ok
z1792/tile_y1344_x448.npz,z1792,tile_y1344_x448,1792,1344,448,1856,1536,640,1984,1664,768,0,2097152,396691,395809,395809,396258,0.997777,0.998908,1.0,ok
z1792/tile_y1344_x896.npz,z1792,tile_y1344_x896,1792,1344,896,1856,1536,1088,1984,1664,1216,0,2097152,581042,580272,580272,581027,0.998675,0.999974,1.0,ok
z1792/tile_y1792_x0.npz,z1792,tile_y1792_x0,1792,1792,0,1856,1984,192,1984,2112,320,0,2097152,52429,26128,26128,27375,0.49835,0.522135,1.0,ok
z1792/tile_y1792_x1344.npz,z1792,tile_y1792_x1344,1792,1792,1344,1856,1984,1536,1984,2112,1664,0,2097152,581567,580294,580294,581432,0.997811,0.999768,1.0,ok
z1792/tile_y1792_x1792.npz,z1792,tile_y1792_x1792,1792,1792,1792,1856,1984,1984,1984,2112,2112,0,2097152,590366,588651,588651,590209,0.997095,0.999734,1.0,ok
z1792/tile_y1792_x2240.npz,z1792,tile_y1792_x2240,1792,1792,2240,1856,1984,2432,1984,2112,2560,0,2097152,615304,611459,611459,612783,0.993751,0.995903,1.0,ok
z1792/tile_y1792_x448.npz,z1792,tile_y1792_x448,1792,1792,448,1856,1984,640,1984,2112,768,0,2097152,429688,428067,428067,429109,0.996227,0.998653,1.0,ok
z1792/tile_y1792_x896.npz,z1792,tile_y1792_x896,1792,1792,896,1856,1984,1088,1984,2112,1216,0,2097152,454719,453759,453759,454686,0.997889,0.999927,1.0,ok
z1792/tile_y2240_x0.npz,z1792,tile_y2240_x0,1792,2240,0,1856,2432,192,1984,2560,320,0,2097152,0,0,0,0,,,,ok
z1792/tile_y2240_x1344.npz,z1792,tile_y2240_x1344,1792,2240,1344,1856,2432,1536,1984,2560,1664,0,2097152,1196032,0,0,0,0.0,0.0,,ok
z1792/tile_y2240_x1792.npz,z1792,tile_y2240_x1792,1792,2240,1792,1856,2432,1984,1984,2560,2112,0,2097152,1351377,0,0,0,0.0,0.0,,ok
z1792/tile_y2240_x2240.npz,z1792,tile_y2240_x2240,1792,2240,2240,1856,2432,2432,1984,2560,2560,0,2097152,1002496,0,0,0,0.0,0.0,,ok
z1792/tile_y2240_x448.npz,z1792,tile_y2240_x448,1792,2240,448,1856,2432,640,1984,2560,768,0,2097152,1416217,0,0,0,0.0,0.0,,ok
z1792/tile_y2240_x896.npz,z1792,tile_y2240_x896,1792,2240,896,1856,2432,1088,1984,2560,1216,0,2097152,951053,0,0,0,0.0,0.0,,ok
z1792/tile_y448_x1344.npz,z1792,tile_y448_x1344,1792,448,1344,1856,640,1536,1984,768,1664,0,2097152,0,0,0,0,,,,ok
z1792/tile_y448_x1792.npz,z1792,tile_y448_x1792,1792,448,1792,1856,640,1984,1984,768,2112,0,2097152,0,0,0,0,,,,ok
z1792/tile_y896_x1344.npz,z1792,tile_y896_x1344,1792,896,1344,1856,1088,1536,1984,1216,1664,0,2097152,561596,560305,560305,561558,0.997701,0.999932,1.0,ok
z1792/tile_y896_x1792.npz,z1792,tile_y896_x1792,1792,896,1792,1856,1088,1984,1984,1216,2112,0,2097152,551433,549913,549913,551218,0.997244,0.99961,1.0,ok
z1792/tile_y896_x2240.npz,z1792,tile_y896_x2240,1792,896,2240,1856,1088,2432,1984,1216,2560,0,2097152,125087,28439,28439,29820,0.227354,0.238394,1.0,ok
z1792/tile_y896_x448.npz,z1792,tile_y896_x448,1792,896,448,1856,1088,640,1984,1216,768,0,2097152,917504,0,0,0,0.0,0.0,,ok
z1792/tile_y896_x896.npz,z1792,tile_y896_x896,1792,896,896,1856,1088,1088,1984,1216,1216,0,2097152,739301,0,0,0,0.0,0.0,,ok
z2016/tile_y1344_x0.npz,z2016,tile_y1344_x0,2016,1344,0,2080,1536,192,2208,1664,320,0,2097152,1762915,0,0,0,0.0,0.0,,ok
z2016/tile_y1344_x1344.npz,z2016,tile_y1344_x1344,2016,1344,1344,2080,1536,1536,2208,1664,1664,0,2097152,630899,629240,629240,630724,0.99737,0.999723,1.0,ok
z2016/tile_y1344_x1792.npz,z2016,tile_y1344_x1792,2016,1344,1792,2080,1536,1984,2208,1664,2112,0,2097152,564761,562852,562852,564079,0.99662,0.998792,1.0,ok
z2016/tile_y1344_x2240.npz,z2016,tile_y1344_x2240,2016,1344,2240,2080,1536,2432,2208,1664,2560,0,2097152,470784,469471,469471,470378,0.997211,0.999138,1.0,ok
z2016/tile_y1344_x448.npz,z2016,tile_y1344_x448,2016,1344,448,2080,1536,640,2208,1664,768,0,2097152,526316,525963,525963,526301,0.999329,0.999972,1.0,ok
z2016/tile_y1344_x896.npz,z2016,tile_y1344_x896,2016,1344,896,2080,1536,1088,2208,1664,1216,0,2097152,591410,590582,590582,591382,0.9986,0.999953,1.0,ok
z2016/tile_y1792_x0.npz,z2016,tile_y1792_x0,2016,1792,0,2080,1984,192,2208,2112,320,0,2097152,80137,75443,75443,76394,0.941425,0.953292,1.0,ok
z2016/tile_y1792_x1344.npz,z2016,tile_y1792_x1344,2016,1792,1344,2080,1984,1536,2208,2112,1664,0,2097152,664235,662773,662773,664151,0.997799,0.999874,1.0,ok
z2016/tile_y1792_x1792.npz,z2016,tile_y1792_x1792,2016,1792,1792,2080,1984,1984,2208,2112,2112,0,2097152,513640,513191,513191,513634,0.999126,0.999988,1.0,ok
z2016/tile_y1792_x2240.npz,z2016,tile_y1792_x2240,2016,1792,2240,2080,1984,2432,2208,2112,2560,0,2097152,542576,540835,540835,542439,0.996791,0.999748,1.0,ok
z2016/tile_y1792_x448.npz,z2016,tile_y1792_x448,2016,1792,448,2080,1984,640,2208,2112,768,0,2097152,516125,515428,515428,516046,0.99865,0.999847,1.0,ok
z2016/tile_y1792_x896.npz,z2016,tile_y1792_x896,2016,1792,896,2080,1984,1088,2208,2112,1216,0,2097152,603673,602791,602791,603657,0.998539,0.999973,1.0,ok
z2016/tile_y2240_x1344.npz,z2016,tile_y2240_x1344,2016,2240,1344,2080,2432,1536,2208,2560,1664,0,2097152,493839,487716,487716,489086,0.987601,0.990375,1.0,ok
z2016/tile_y2240_x1792.npz,z2016,tile_y2240_x1792,2016,2240,1792,2080,2432,1984,2208,2560,2112,0,2097152,176182,172532,172532,172639,0.979283,0.97989,1.0,ok
z2016/tile_y2240_x2240.npz,z2016,tile_y2240_x2240,2016,2240,2240,2080,2432,2432,2208,2560,2560,0,2097152,1141253,0,0,0,0.0,0.0,,ok
z2016/tile_y2240_x448.npz,z2016,tile_y2240_x448,2016,2240,448,2080,2432,640,2208,2560,768,0,2097152,964192,0,0,0,0.0,0.0,,ok
z2016/tile_y2240_x896.npz,z2016,tile_y2240_x896,2016,2240,896,2080,2432,1088,2208,2560,1216,0,2097152,142494,137801,137801,138789,0.967065,0.973999,1.0,ok
z2016/tile_y448_x1792.npz,z2016,tile_y448_x1792,2016,448,1792,2080,640,1984,2208,768,2112,0,2097152,0,0,0,0,,,,ok
z2016/tile_y448_x2240.npz,z2016,tile_y448_x2240,2016,448,2240,2080,640,2432,2208,768,2560,0,2097152,0,0,0,0,,,,ok
z2016/tile_y896_x1344.npz,z2016,tile_y896_x1344,2016,896,1344,2080,1088,1536,2208,1216,1664,0,2097152,193362,77872,77872,78420,0.402726,0.405561,1.0,ok
z2016/tile_y896_x1792.npz,z2016,tile_y896_x1792,2016,896,1792,2080,1088,1984,2208,1216,2112,0,2097152,758301,755340,755340,756549,0.996095,0.99769,1.0,ok
z2016/tile_y896_x2240.npz,z2016,tile_y896_x2240,2016,896,2240,2080,1088,2432,2208,1216,2560,0,2097152,292478,290326,290326,291217,0.992642,0.995689,1.0,ok
z2016/tile_y896_x448.npz,z2016,tile_y896_x448,2016,896,448,2080,1088,640,2208,1216,768,0,2097152,0,0,0,0,,,,ok
z2016/tile_y896_x896.npz,z2016,tile_y896_x896,2016,896,896,2080,1088,1088,2208,1216,1216,0,2097152,786432,0,0,0,0.0,0.0,,ok
z224/tile_y1344_x0.npz,z224,tile_y1344_x0,224,1344,0,288,1536,192,416,1664,320,0,2097152,1327757,0,0,0,0.0,0.0,,ok
z224/tile_y1344_x1344.npz,z224,tile_y1344_x1344,224,1344,1344,288,1536,1536,416,1664,1664,0,2097152,122321,86334,86334,117963,0.705799,0.964372,1.0,ok
z224/tile_y1344_x1792.npz,z224,tile_y1344_x1792,224,1344,1792,288,1536,1984,416,1664,2112,0,2097152,524288,0,0,0,0.0,0.0,,ok
z224/tile_y1344_x3136.npz,z224,tile_y1344_x3136,224,1344,3136,288,1536,3328,416,1664,3456,0,2097152,0,0,0,0,,,,ok
z224/tile_y1344_x3584.npz,z224,tile_y1344_x3584,224,1344,3584,288,1536,3776,416,1664,3797,1,344064,86016,0,0,0,0.0,0.0,,ok
z224/tile_y1344_x448.npz,z224,tile_y1344_x448,224,1344,448,288,1536,640,416,1664,768,0,2097152,49070,37541,37541,44386,0.76505,0.904545,1.0,ok
z224/tile_y1344_x896.npz,z224,tile_y1344_x896,224,1344,896,288,1536,1088,416,1664,1216,0,2097152,17292,6413,6413,6788,0.370865,0.392551,1.0,ok
z224/tile_y1792_x0.npz,z224,tile_y1792_x0,224,1792,0,288,1984,192,416,2112,320,0,2097152,149241,65351,65351,74588,0.437889,0.499782,1.0,ok
z224/tile_y1792_x1344.npz,z224,tile_y1792_x1344,224,1792,1344,288,1984,1536,416,2112,1664,0,2097152,72253,67511,67511,69479,0.93437,0.961607,1.0,ok
z224/tile_y1792_x1792.npz,z224,tile_y1792_x1792,224,1792,1792,288,1984,1984,416,2112,2112,0,2097152,633583,587881,587881,631331,0.927867,0.996446,1.0,ok
z224/tile_y1792_x2240.npz,z224,tile_y1792_x2240,224,1792,2240,288,1984,2432,416,2112,2560,0,2097152,655360,0,0,0,0.0,0.0,,ok
z224/tile_y1792_x2688.npz,z224,tile_y1792_x2688,224,1792,2688,288,1984,2880,416,2112,3008,0,2097152,1062912,0,0,0,0.0,0.0,,ok
z224/tile_y1792_x3136.npz,z224,tile_y1792_x3136,224,1792,3136,288,1984,3328,416,2112,3456,0,2097152,320676,234349,234349,320537,0.730797,0.999567,1.0,ok
z224/tile_y1792_x3584.npz,z224,tile_y1792_x3584,224,1792,3584,288,1984,3776,416,2112,3797,1,344064,61824,0,0,0,0.0,0.0,,ok
z224/tile_y1792_x448.npz,z224,tile_y1792_x448,224,1792,448,288,1984,640,416,2112,768,0,2097152,17752,15303,15303,17579,0.862044,0.990255,1.0,ok
z224/tile_y1792_x896.npz,z224,tile_y1792_x896,224,1792,896,288,1984,1088,416,2112,1216,0,2097152,52912,30006,30006,39559,0.567093,0.747638,1.0,ok
z224/tile_y2240_x1344.npz,z224,tile_y2240_x1344,224,2240,1344,288,2432,1536,416,2560,1664,0,2097152,30827,16986,16986,17953,0.55101,0.582379,1.0,ok
z224/tile_y2240_x1792.npz,z224,tile_y2240_x1792,224,2240,1792,288,2432,1984,416,2560,2112,0,2097152,1197692,0,0,0,0.0,0.0,,ok
z224/tile_y2240_x2240.npz,z224,tile_y2240_x2240,224,2240,2240,288,2432,2432,416,2560,2560,0,2097152,459603,0,0,0,0.0,0.0,,ok
z224/tile_y2240_x2688.npz,z224,tile_y2240_x2688,224,2240,2688,288,2432,2880,416,2560,3008,0,2097152,458752,0,0,0,0.0,0.0,,ok
z224/tile_y2240_x3136.npz,z224,tile_y2240_x3136,224,2240,3136,288,2432,3328,416,2560,3456,0,2097152,0,0,0,0,,,,ok
z224/tile_y2240_x448.npz,z224,tile_y2240_x448,224,2240,448,288,2432,640,416,2560,768,0,2097152,1643085,0,0,0,0.0,0.0,,ok
z224/tile_y2240_x896.npz,z224,tile_y2240_x896,224,2240,896,288,2432,1088,416,2560,1216,0,2097152,17956,0,0,0,0.0,0.0,,ok
z2240/tile_y1344_x0.npz,z2240,tile_y1344_x0,2240,1344,0,2304,1536,192,2432,1664,320,0,2097152,1327494,0,0,0,0.0,0.0,,ok
z2240/tile_y1344_x1344.npz,z2240,tile_y1344_x1344,2240,1344,1344,2304,1536,1536,2432,1664,1664,0,2097152,611546,610035,610035,611181,0.997529,0.999403,1.0,ok
z2240/tile_y1344_x1792.npz,z2240,tile_y1344_x1792,2240,1344,1792,2304,1536,1984,2432,1664,2112,0,2097152,571456,569707,569707,571209,0.996939,0.999568,1.0,ok
z2240/tile_y1344_x2240.npz,z2240,tile_y1344_x2240,2240,1344,2240,2304,1536,2432,2432,1664,2560,0,2097152,490482,488531,488531,489895,0.996022,0.998803,1.0,ok
z2240/tile_y1344_x2688.npz,z2240,tile_y1344_x2688,2240,1344,2688,2304,1536,2880,2432,1664,3008,0,2097152,393216,0,0,0,0.0,0.0,,ok
z2240/tile_y1344_x448.npz,z2240,tile_y1344_x448,2240,1344,448,2304,1536,640,2432,1664,768,0,2097152,505156,503922,503922,504805,0.997557,0.999305,1.0,ok
z2240/tile_y1344_x896.npz,z2240,tile_y1344_x896,2240,1344,896,2304,1536,1088,2432,1664,1216,0,2097152,594610,593799,593799,594610,0.998636,1.0,1.0,ok
z2240/tile_y1792_x0.npz,z2240,tile_y1792_x0,2240,1792,0,2304,1984,192,2432,2112,320,0,2097152,44109,40195,40195,42982,0.911265,0.97445,1.0,ok
z2240/tile_y1792_x1344.npz,z2240,tile_y1792_x1344,2240,1792,1344,2304,1984,1536,2432,2112,1664,0,2097152,509720,508477,508477,509576,0.997561,0.999717,1.0,ok
z2240/tile_y1792_x1792.npz,z2240,tile_y1792_x1792,2240,1792,1792,2304,1984,1984,2432,2112,2112,0,2097152,446680,445671,445671,446589,0.997741,0.999796,1.0,ok
z2240/tile_y1792_x2240.npz,z2240,tile_y1792_x2240,2240,1792,2240,2304,1984,2432,2432,2112,2560,0,2097152,584237,583369,583369,584152,0.998514,0.999855,1.0,ok
z2240/tile_y1792_x2688.npz,z2240,tile_y1792_x2688,2240,1792,2688,2304,1984,2880,2432,2112,3008,0,2097152,483787,75,75,75,0.000155,0.000155,1.0,ok
z2240/tile_y1792_x448.npz,z2240,tile_y1792_x448,2240,1792,448,2304,1984,640,2432,2112,768,0,2097152,388375,387713,387713,388244,0.998295,0.999663,1.0,ok
z2240/tile_y1792_x896.npz,z2240,tile_y1792_x896,2240,1792,896,2304,1984,1088,2432,2112,1216,0,2097152,506967,503977,503977,506388,0.994102,0.998858,1.0,ok
z2240/tile_y2240_x1344.npz,z2240,tile_y2240_x1344,2240,2240,1344,2304,2432,1536,2432,2560,1664,0,2097152,642504,640339,640339,641664,0.99663,0.998693,1.0,ok
z2240/tile_y2240_x1792.npz,z2240,tile_y2240_x1792,2240,2240,1792,2304,2432,1984,2432,2560,2112,0,2097152,638652,637126,637126,638486,0.997611,0.99974,1.0,ok
z2240/tile_y2240_x2240.npz,z2240,tile_y2240_x2240,2240,2240,2240,2304,2432,2432,2432,2560,2560,0,2097152,195830,183402,183402,183820,0.936537,0.938671,1.0,ok
z2240/tile_y2240_x2688.npz,z2240,tile_y2240_x2688,2240,2240,2688,2304,2432,2880,2432,2560,3008,0,2097152,1092773,0,0,0,0.0,0.0,,ok
z2240/tile_y2240_x448.npz,z2240,tile_y2240_x448,2240,2240,448,2304,2432,640,2432,2560,768,0,2097152,655360,0,0,0,0.0,0.0,,ok
z2240/tile_y2240_x896.npz,z2240,tile_y2240_x896,2240,2240,896,2304,2432,1088,2432,2560,1216,0,2097152,128766,20983,20983,23453,0.162955,0.182137,1.0,ok
z2240/tile_y2688_x1344.npz,z2240,tile_y2688_x1344,2240,2688,1344,2304,2880,1536,2432,3008,1664,0,2097152,0,0,0,0,,,,ok
z2240/tile_y2688_x1792.npz,z2240,tile_y2688_x1792,2240,2688,1792,2304,2880,1984,2432,3008,2112,0,2097152,0,0,0,0,,,,ok
z2240/tile_y896_x1344.npz,z2240,tile_y896_x1344,2240,896,1344,2304,1088,1536,2432,1216,1664,0,2097152,262144,0,0,0,0.0,0.0,,ok
z2240/tile_y896_x1792.npz,z2240,tile_y896_x1792,2240,896,1792,2304,1088,1984,2432,1216,2112,0,2097152,541793,537158,537158,538822,0.991445,0.994516,1.0,ok
z2240/tile_y896_x2240.npz,z2240,tile_y896_x2240,2240,896,2240,2304,1088,2432,2432,1216,2560,0,2097152,397978,394632,394632,396287,0.991593,0.995751,1.0,ok
z2240/tile_y896_x896.npz,z2240,tile_y896_x896,2240,896,896,2304,1088,1088,2432,1216,1216,0,2097152,0,0,0,0,,,,ok
z2464/tile_y1344_x0.npz,z2464,tile_y1344_x0,2464,1344,0,2528,1536,192,2656,1664,320,0,2097152,1871614,0,0,0,0.0,0.0,,ok
z2464/tile_y1344_x1344.npz,z2464,tile_y1344_x1344,2464,1344,1344,2528,1536,1536,2656,1664,1664,0,2097152,581085,579646,579646,580939,0.997524,0.999749,1.0,ok
z2464/tile_y1344_x1792.npz,z2464,tile_y1344_x1792,2464,1344,1792,2528,1536,1984,2656,1664,2112,0,2097152,485526,484771,484771,485517,0.998445,0.999981,1.0,ok
z2464/tile_y1344_x2240.npz,z2464,tile_y1344_x2240,2464,1344,2240,2528,1536,2432,2656,1664,2560,0,2097152,490818,488258,488258,490771,0.994784,0.999904,1.0,ok
z2464/tile_y1344_x2688.npz,z2464,tile_y1344_x2688,2464,1344,2688,2528,1536,2880,2656,1664,3008,0,2097152,636342,0,0,0,0.0,0.0,,ok
z2464/tile_y1344_x448.npz,z2464,tile_y1344_x448,2464,1344,448,2528,1536,640,2656,1664,768,0,2097152,464238,461079,461079,462400,0.993195,0.996041,1.0,ok
z2464/tile_y1344_x896.npz,z2464,tile_y1344_x896,2464,1344,896,2528,1536,1088,2656,1664,1216,0,2097152,580694,579637,579637,580560,0.99818,0.999769,1.0,ok
z2464/tile_y1792_x0.npz,z2464,tile_y1792_x0,2464,1792,0,2528,1984,192,2656,2112,320,0,2097152,1051365,0,0,0,0.0,0.0,,ok
z2464/tile_y1792_x1344.npz,z2464,tile_y1792_x1344,2464,1792,1344,2528,1984,1536,2656,2112,1664,0,2097152,509874,507244,507244,509124,0.994842,0.998529,1.0,ok
z2464/tile_y1792_x1792.npz,z2464,tile_y1792_x1792,2464,1792,1792,2528,1984,1984,2656,2112,2112,0,2097152,488033,486914,486914,487985,0.997707,0.999902,1.0,ok
z2464/tile_y1792_x2240.npz,z2464,tile_y1792_x2240,2464,1792,2240,2528,1984,2432,2656,2112,2560,0,2097152,658853,655597,655597,658366,0.995058,0.999261,1.0,ok
z2464/tile_y1792_x2688.npz,z2464,tile_y1792_x2688,2464,1792,2688,2528,1984,2880,2656,2112,3008,0,2097152,522816,521163,521163,522364,0.996838,0.999135,1.0,ok
z2464/tile_y1792_x448.npz,z2464,tile_y1792_x448,2464,1792,448,2528,1984,640,2656,2112,768,0,2097152,543398,541785,541785,542908,0.997032,0.999098,1.0,ok
z2464/tile_y1792_x896.npz,z2464,tile_y1792_x896,2464,1792,896,2528,1984,1088,2656,2112,1216,0,2097152,542494,540256,540256,542078,0.995875,0.999233,1.0,ok
z2464/tile_y2240_x1344.npz,z2464,tile_y2240_x1344,2464,2240,1344,2528,2432,1536,2656,2560,1664,0,2097152,559457,558066,558066,559315,0.997514,0.999746,1.0,ok
z2464/tile_y2240_x1792.npz,z2464,tile_y2240_x1792,2464,2240,1792,2528,2432,1984,2656,2560,2112,0,2097152,593774,591434,591434,593345,0.996059,0.999278,1.0,ok
z2464/tile_y2240_x2240.npz,z2464,tile_y2240_x2240,2464,2240,2240,2528,2432,2432,2656,2560,2560,0,2097152,564737,562947,562947,564346,0.99683,0.999308,1.0,ok
z2464/tile_y2240_x2688.npz,z2464,tile_y2240_x2688,2464,2240,2688,2528,2432,2880,2656,2560,3008,0,2097152,647441,354,354,354,0.000547,0.000547,1.0,ok
z2464/tile_y2240_x448.npz,z2464,tile_y2240_x448,2464,2240,448,2528,2432,640,2656,2560,768,0,2097152,1206471,0,0,0,0.0,0.0,,ok
z2464/tile_y2240_x896.npz,z2464,tile_y2240_x896,2464,2240,896,2528,2432,1088,2656,2560,1216,0,2097152,485288,479913,479913,484405,0.988924,0.99818,1.0,ok
z2464/tile_y2688_x1344.npz,z2464,tile_y2688_x1344,2464,2688,1344,2528,2880,1536,2656,3008,1664,0,2097152,0,0,0,0,,,,ok
z2464/tile_y2688_x1792.npz,z2464,tile_y2688_x1792,2464,2688,1792,2528,2880,1984,2656,3008,2112,0,2097152,759833,0,0,0,0.0,0.0,,ok
z2464/tile_y2688_x2240.npz,z2464,tile_y2688_x2240,2464,2688,2240,2528,2880,2432,2656,3008,2560,0,2097152,0,0,0,0,,,,ok
z2464/tile_y896_x1344.npz,z2464,tile_y896_x1344,2464,896,1344,2528,1088,1536,2656,1216,1664,0,2097152,1048576,0,0,0,0.0,0.0,,ok
z2464/tile_y896_x1792.npz,z2464,tile_y896_x1792,2464,896,1792,2528,1088,1984,2656,1216,2112,0,2097152,119820,3159,3159,3173,0.026365,0.026481,1.0,ok
z2464/tile_y896_x2240.npz,z2464,tile_y896_x2240,2464,896,2240,2528,1088,2432,2656,1216,2560,0,2097152,313247,303808,303808,305571,0.969867,0.975495,1.0,ok
z2464/tile_y896_x2688.npz,z2464,tile_y896_x2688,2464,896,2688,2528,1088,2880,2656,1216,3008,0,2097152,0,0,0,0,,,,ok
z2464/tile_y896_x896.npz,z2464,tile_y896_x896,2464,896,896,2528,1088,1088,2656,1216,1216,0,2097152,0,0,0,0,,,,ok
z2688/tile_y1344_x0.npz,z2688,tile_y1344_x0,2688,1344,0,2752,1536,192,2880,1664,320,0,2097152,622592,0,0,0,0.0,0.0,,ok
z2688/tile_y1344_x1344.npz,z2688,tile_y1344_x1344,2688,1344,1344,2752,1536,1536,2880,1664,1664,0,2097152,615600,613440,613440,615212,0.996491,0.99937,1.0,ok
z2688/tile_y1344_x1792.npz,z2688,tile_y1344_x1792,2688,1344,1792,2752,1536,1984,2880,1664,2112,0,2097152,561913,561237,561237,561850,0.998797,0.999888,1.0,ok
z2688/tile_y1344_x2240.npz,z2688,tile_y1344_x2240,2688,1344,2240,2752,1536,2432,2880,1664,2560,0,2097152,507794,507161,507161,507778,0.998753,0.999968,1.0,ok
z2688/tile_y1344_x2688.npz,z2688,tile_y1344_x2688,2688,1344,2688,2752,1536,2880,2880,1664,3008,0,2097152,209061,202623,202623,203660,0.969205,0.974165,1.0,ok
z2688/tile_y1344_x448.npz,z2688,tile_y1344_x448,2688,1344,448,2752,1536,640,2880,1664,768,0,2097152,467720,462315,462315,464775,0.988444,0.993703,1.0,ok
z2688/tile_y1344_x896.npz,z2688,tile_y1344_x896,2688,1344,896,2752,1536,1088,2880,1664,1216,0,2097152,512669,511650,511650,512625,0.998012,0.999914,1.0,ok
z2688/tile_y1792_x0.npz,z2688,tile_y1792_x0,2688,1792,0,2752,1984,192,2880,2112,320,0,2097152,909840,0,0,0,0.0,0.0,,ok
z2688/tile_y1792_x1344.npz,z2688,tile_y1792_x1344,2688,1792,1344,2752,1984,1536,2880,2112,1664,0,2097152,673835,672185,672185,673424,0.997551,0.99939,1.0,ok
z2688/tile_y1792_x1792.npz,z2688,tile_y1792_x1792,2688,1792,1792,2752,1984,1984,2880,2112,2112,0,2097152,491274,489943,489943,491176,0.997291,0.999801,1.0,ok
z2688/tile_y1792_x2240.npz,z2688,tile_y1792_x2240,2688,1792,2240,2752,1984,2432,2880,2112,2560,0,2097152,462277,459631,459631,462151,0.994276,0.999727,1.0,ok
z2688/tile_y1792_x2688.npz,z2688,tile_y1792_x2688,2688,1792,2688,2752,1984,2880,2880,2112,3008,0,2097152,597014,594833,594833,596902,0.996347,0.999812,1.0,ok
z2688/tile_y1792_x3136.npz,z2688,tile_y1792_x3136,2688,1792,3136,2752,1984,3328,2880,2112,3456,0,2097152,524288,0,0,0,0.0,0.0,,ok
z2688/tile_y1792_x448.npz,z2688,tile_y1792_x448,2688,1792,448,2752,1984,640,2880,2112,768,0,2097152,583627,580927,580927,583265,0.995374,0.99938,1.0,ok
z2688/tile_y1792_x896.npz,z2688,tile_y1792_x896,2688,1792,896,2752,1984,1088,2880,2112,1216,0,2097152,628095,625824,625824,627681,0.996384,0.999341,1.0,ok
z2688/tile_y2240_x1344.npz,z2688,tile_y2240_x1344,2688,2240,1344,2752,2432,1536,2880,2560,1664,0,2097152,587176,585757,585757,586797,0.997583,0.999355,1.0,ok
